 # t  V  n  m  h  a  b  J
      0.42000000    -67.97482334      0.15581114      0.01007423      0.96524248      0.54041189      0.28851274      0.00000000
      0.43000000    -67.97481421      0.15581140      0.01007424      0.96524737      0.54041214      0.28851300      0.00000000
      0.44000000    -67.97480565      0.15581166      0.01007425      0.96525221      0.54041239      0.28851325      0.00000000
      0.45000000    -67.97479764      0.15581192      0.01007427      0.96525702      0.54041263      0.28851351      0.00000000
      0.46000000    -67.97479017      0.15581218      0.01007428      0.96526179      0.54041288      0.28851376      0.00000000
      0.47000000    -67.97478322      0.15581244      0.01007429      0.96526652      0.54041312      0.28851401      0.00000000
      0.48000000    -67.97477677      0.15581270      0.01007430      0.96527123      0.54041336      0.28851426      0.00000000
      0.49000000    -67.97477082      0.15581296      0.01007431      0.96527589      0.54041360      0.28851451      0.00000000
      0.50000000    -67.97476534      0.15581322      0.01007432      0.96528052      0.54041384      0.28851476      0.00000000
      0.51000000    -67.97476032      0.15581347      0.01007433      0.96528512      0.54041407      0.28851500      0.00000000
      0.52000000    -67.97475576      0.15581373      0.01007434      0.96528968      0.54041431      0.28851525      0.00000000
      0.53000000    -67.97475163      0.15581398      0.01007435      0.96529420      0.54041454      0.28851549      0.00000000
      0.54000000    -67.97474792      0.15581424      0.01007435      0.96529870      0.54041477      0.28851574      0.00000000
      0.55000000    -67.97474463      0.15581449      0.01007436      0.96530316      0.54041499      0.28851598      0.00000000
      0.56000000    -67.97474173      0.15581475      0.01007436      0.96530758      0.54041522      0.28851622      0.00000000
      0.57000000    -67.97473922      0.15581500      0.01007437      0.96531198      0.54041544      0.28851646      0.00000000
      0.58000000    -67.97473709      0.15581525      0.01007437      0.96531634      0.54041567      0.28851670      0.00000000
      0.59000000    -67.97473532      0.15581550      0.01007438      0.96532066      0.54041589      0.28851694      0.00000000
      0.60000000    -67.97473390      0.15581575      0.01007438      0.96532496      0.54041610      0.28851718      0.00000000
      0.61000000    -67.97473283      0.15581600      0.01007438      0.96532922      0.54041632      0.28851741      0.00000000
      0.62000000    -67.97473209      0.15581625      0.01007439      0.96533346      0.54041654      0.28851765      0.00000000
      0.63000000    -67.97473167      0.15581650      0.01007439      0.96533766      0.54041675      0.28851788      0.00000000
      0.64000000    -67.97473157      0.15581674      0.01007439      0.96534182      0.54041696      0.28851812      0.00000000
      0.65000000    -67.97473176      0.15581699      0.01007439      0.96534596      0.54041717      0.28851835      0.00000000
      0.66000000    -67.97473226      0.15581724      0.01007439      0.96535007      0.54041737      0.28851859      0.00000000
      0.67000000    -67.97473303      0.15581748      0.01007439      0.96535415      0.54041758      0.28851882      0.00000000
      0.68000000    -67.97473408      0.15581772      0.01007439      0.96535819      0.54041778      0.28851905      0.00000000
      0.69000000    -67.97473540      0.15581797      0.01007439      0.96536221      0.54041798      0.28851928      0.00000000
      0.70000000    -67.97473697      0.15581821      0.01007439      0.96536619      0.54041818      0.28851951      0.00000000
      0.71000000    -67.97473880      0.15581845      0.01007439      0.96537015      0.54041838      0.28851974      0.00000000
      0.72000000    -67.97474086      0.15581869      0.01007439      0.96537408      0.54041858      0.28851997      0.00000000
      0.73000000    -67.97474317      0.15581893      0.01007439      0.96537797      0.54041877      0.28852020      0.00000000
      0.74000000    -67.97474569      0.15581917      0.01007438      0.96538184      0.54041896      0.28852043      0.00000000
      0.75000000    -67.97474844      0.15581941      0.01007438      0.96538568      0.54041915      0.28852066      0.00000000
      0.76000000    -67.97475140      0.15581964      0.01007438      0.96538950      0.54041934      0.28852089      0.00000000
      0.77000000    -67.97475457      0.15581988      0.01007437      0.96539328      0.54041953      0.28852111      0.00000000
      0.78000000    -67.97475793      0.15582011      0.01007437      0.96539703      0.54041971      0.28852134      0.00000000
      0.79000000    -67.97476149      0.15582035      0.01007437      0.96540076      0.54041989      0.28852157      0.00000000
      0.80000000    -67.97476523      0.15582058      0.01007436      0.96540446      0.54042007      0.28852179      0.00000000
      0.81000000    -67.97476915      0.15582081      0.01007436      0.96540813      0.54042025      0.28852202      0.00000000
      0.82000000    -67.97477324      0.15582105      0.01007435      0.96541178      0.54042043      0.28852224      0.00000000
      0.83000000    -67.97477750      0.15582128      0.01007435      0.96541540      0.54042061      0.28852247      0.00000000
      0.84000000    -67.97478192      0.15582151      0.01007434      0.96541899      0.54042078      0.28852269      0.00000000
      0.85000000    -67.97478649      0.15582173      0.01007434      0.96542255      0.54042095      0.28852291      0.00000000
      0.86000000    -67.97479122      0.15582196      0.01007433      0.96542609      0.54042112      0.28852314      0.00000000
      0.87000000    -67.97479609      0.15582219      0.01007433      0.96542961      0.54042129      0.28852336      0.00000000
      0.88000000    -67.97480110      0.15582242      0.01007432      0.96543309      0.54042146      0.28852358      0.00000000
      0.89000000    -67.97480625      0.15582264      0.01007431      0.96543655      0.54042162      0.28852380      0.00000000
      0.90000000    -67.97481152      0.15582287      0.01007431      0.96543999      0.54042179      0.28852402      0.00000000
      0.91000000    -67.97481692      0.15582309      0.01007430      0.96544340      0.54042195      0.28852425      0.00000000
      0.92000000    -67.97482244      0.15582331      0.01007430      0.96544678      0.54042211      0.28852447      0.00000000
      0.93000000    -67.97482807      0.15582353      0.01007429      0.96545014      0.54042227      0.28852469      0.00000000
      0.94000000    -67.97483382      0.15582375      0.01007428      0.96545348      0.54042242      0.28852491      0.00000000
      0.95000000    -67.97483967      0.15582397      0.01007427      0.96545679      0.54042258      0.28852513      0.00000000
      0.96000000    -67.97484563      0.15582419      0.01007427      0.96546007      0.54042273      0.28852535      0.00000000
      0.97000000    -67.97485168      0.15582441      0.01007426      0.96546333      0.54042288      0.28852557      0.00000000
      0.98000000    -67.97485783      0.15582463      0.01007425      0.96546657      0.54042303      0.28852579      0.00000000
      0.99000000    -67.97486407      0.15582484      0.01007424      0.96546978      0.54042318      0.28852601      0.00000000
      1.00000000    -67.97487039      0.15582506      0.01007424      0.96547297      0.54042333      0.28852622      0.00000000
      1.01000000    -67.97487680      0.15582527      0.01007423      0.96547614      0.54042347      0.28852644      0.00000000
      1.02000000    -67.97488329      0.15582548      0.01007422      0.96547928      0.54042362      0.28852666      0.00000000
      1.03000000    -67.97488986      0.15582570      0.01007421      0.96548240      0.54042376      0.28852688      0.00000000
      1.04000000    -67.97489650      0.15582591      0.01007420      0.96548550      0.54042390      0.28852710      0.00000000
      1.05000000    -67.97490321      0.15582612      0.01007419      0.96548857      0.54042404      0.28852731      0.00000000
      1.06000000    -67.97490999      0.15582633      0.01007419      0.96549162      0.54042417      0.28852753      0.00000000
      1.07000000    -67.97491683      0.15582654      0.01007418      0.96549465      0.54042431      0.28852775      0.00000000
      1.08000000    -67.97492373      0.15582674      0.01007417      0.96549766      0.54042444      0.28852796      0.00000000
      1.09000000    -67.97493069      0.15582695      0.01007416      0.96550064      0.54042458      0.28852818      0.00000000
      1.10000000    -67.97493770      0.15582716      0.01007415      0.96550360      0.54042471      0.28852840      0.00000000
      1.11000000    -67.97494477      0.15582736      0.01007414      0.96550654      0.54042484      0.28852861      0.00000000
      1.12000000    -67.97495188      0.15582757      0.01007413      0.96550946      0.54042497      0.28852883      0.00000000
      1.13000000    -67.97495905      0.15582777      0.01007412      0.96551236      0.54042509      0.28852905      0.00000000
      1.14000000    -67.97496625      0.15582797      0.01007411      0.96551524      0.54042522      0.28852926      0.00000000
      1.15000000    -67.97497350      0.15582817      0.01007410      0.96551809      0.54042534      0.28852948      0.00000000
      1.16000000    -67.97498079      0.15582837      0.01007410      0.96552093      0.54042546      0.28852969      0.00000000
      1.17000000    -67.97498812      0.15582857      0.01007409      0.96552374      0.54042559      0.28852991      0.00000000
      1.18000000    -67.97499548      0.15582877      0.01007408      0.96552653      0.54042570      0.28853012      0.00000000
      1.19000000    -67.97500288      0.15582897      0.01007407      0.96552930      0.54042582      0.28853034      0.00000000
      1.20000000    -67.97501031      0.15582916      0.01007406      0.96553205      0.54042594      0.28853055      0.00000000
      1.21000000    -67.97501777      0.15582936      0.01007405      0.96553479      0.54042605      0.28853076      0.00000000
      1.22000000    -67.97502525      0.15582956      0.01007404      0.96553750      0.54042617      0.28853098      0.00000000
      1.23000000    -67.97503276      0.15582975      0.01007403      0.96554019      0.54042628      0.28853119      0.00000000
      1.24000000    -67.97504029      0.15582994      0.01007402      0.96554286      0.54042639      0.28853141      0.00000000
      1.25000000    -67.97504785      0.15583014      0.01007401      0.96554551      0.54042650      0.28853162      0.00000000
      1.26000000    -67.97505542      0.15583033      0.01007400      0.96554814      0.54042661      0.28853183      0.00000000
      1.27000000    -67.97506301      0.15583052      0.01007399      0.96555076      0.54042672      0.28853205      0.00000000
      1.28000000    -67.97507062      0.15583071      0.01007398      0.96555335      0.54042682      0.28853226      0.00000000
      1.29000000    -67.97507825      0.15583090      0.01007397      0.96555592      0.54042693      0.28853247      0.00000000
      1.30000000    -67.97508588      0.15583108      0.01007396      0.96555848      0.54042703      0.28853269      0.00000000
      1.31000000    -67.97509353      0.15583127      0.01007395      0.96556102      0.54042713      0.28853290      0.00000000
      1.32000000    -67.97510119      0.15583146      0.01007394      0.96556354      0.54042723      0.28853311      0.00000000
      1.33000000    -67.97510886      0.15583164      0.01007393      0.96556604      0.54042733      0.28853332      0.00000000
      1.34000000    -67.97511654      0.15583183      0.01007392      0.96556852      0.54042743      0.28853354      0.00000000
      1.35000000    -67.97512422      0.15583201      0.01007391      0.96557098      0.54042753      0.28853375      0.00000000
      1.36000000    -67.97513191      0.15583219      0.01007390      0.96557343      0.54042763      0.28853396      0.00000000
      1.37000000    -67.97513960      0.15583237      0.01007389      0.96557585      0.54042772      0.28853417      0.00000000
      1.38000000    -67.97514730      0.15583255      0.01007388      0.96557826      0.54042781      0.28853438      0.00000000
      1.39000000    -67.97515499      0.15583273      0.01007387      0.96558066      0.54042791      0.28853459      0.00000000
      1.40000000    -67.97516269      0.15583291      0.01007386      0.96558303      0.54042800      0.28853481      0.00000000
      1.41000000    -67.97517039      0.15583309      0.01007385      0.96558539      0.54042809      0.28853502      0.00000000
      1.42000000    -67.97517808      0.15583327      0.01007384      0.96558773      0.54042817      0.28853523      0.00000000
      1.43000000    -67.97518578      0.15583345      0.01007383      0.96559005      0.54042826      0.28853544      0.00000000
      1.44000000    -67.97519346      0.15583362      0.01007382      0.96559236      0.54042835      0.28853565      0.00000000
      1.45000000    -67.97520115      0.15583380      0.01007381      0.96559464      0.54042843      0.28853586      0.00000000
      1.46000000    -67.97520883      0.15583397      0.01007380      0.96559692      0.54042852      0.28853607      0.00000000
      1.47000000    -67.97521650      0.15583414      0.01007379      0.96559917      0.54042860      0.28853628      0.00000000
      1.48000000    -67.97522416      0.15583432      0.01007378      0.96560141      0.54042868      0.28853649      0.00000000
      1.49000000    -67.97523182      0.15583449      0.01007377      0.96560363      0.54042876      0.28853670      0.00000000
      1.50000000    -67.97523947      0.15583466      0.01007376      0.96560584      0.54042884      0.28853691      0.00000000
      1.51000000    -67.97524711      0.15583483      0.01007375      0.96560803      0.54042892      0.28853712      0.00000000
      1.52000000    -67.97525474      0.15583500      0.01007374      0.96561020      0.54042900      0.28853733      0.00000000
      1.53000000    -67.97526235      0.15583517      0.01007373      0.96561236      0.54042908      0.28853754      0.00000000
      1.54000000    -67.97526996      0.15583533      0.01007372      0.96561450      0.54042915      0.28853775      0.00000000
      1.55000000    -67.97527755      0.15583550      0.01007371      0.96561663      0.54042923      0.28853796      0.00000000
      1.56000000    -67.97528513      0.15583567      0.01007370      0.96561874      0.54042930      0.28853817      0.00000000
      1.57000000    -67.97529270      0.15583583      0.01007369      0.96562084      0.54042937      0.28853838      0.00000000
      1.58000000    -67.97530025      0.15583600      0.01007368      0.96562292      0.54042945      0.28853859      0.00000000
      1.59000000    -67.97530779      0.15583616      0.01007367      0.96562498      0.54042952      0.28853879      0.00000000
      1.60000000    -67.97531531      0.15583632      0.01007366      0.96562703      0.54042959      0.28853900      0.00000000
      1.61000000    -67.97532282      0.15583648      0.01007365      0.96562907      0.54042965      0.28853921      0.00000000
      1.62000000    -67.97533031      0.15583665      0.01007364      0.96563109      0.54042972      0.28853942      0.00000000
      1.63000000    -67.97533778      0.15583681      0.01007363      0.96563309      0.54042979      0.28853963      0.00000000
      1.64000000    -67.97534524      0.15583697      0.01007362      0.96563508      0.54042985      0.28853983      0.00000000
      1.65000000    -67.97535267      0.15583712      0.01007361      0.96563706      0.54042992      0.28854004      0.00000000
      1.66000000    -67.97536009      0.15583728      0.01007360      0.96563902      0.54042998      0.28854025      0.00000000
      1.67000000    -67.97536750      0.15583744      0.01007359      0.96564097      0.54043005      0.28854046      0.00000000
      1.68000000    -67.97537488      0.15583760      0.01007358      0.96564290      0.54043011      0.28854066      0.00000000
      1.69000000    -67.97538224      0.15583775      0.01007357      0.96564482      0.54043017      0.28854087      0.00000000
      1.70000000    -67.97538959      0.15583791      0.01007356      0.96564673      0.54043023      0.28854108      0.00000000
      1.71000000    -67.97539691      0.15583806      0.01007355      0.96564862      0.54043029      0.28854128      0.00000000
      1.72000000    -67.97540421      0.15583821      0.01007354      0.96565049      0.54043035      0.28854149      0.00000000
      1.73000000    -67.97541149      0.15583837      0.01007353      0.96565236      0.54043041      0.28854170      0.00000000
      1.74000000    -67.97541876      0.15583852      0.01007352      0.96565421      0.54043046      0.28854190      0.00000000
      1.75000000    -67.97542600      0.15583867      0.01007351      0.96565604      0.54043052      0.28854211      0.00000000
      1.76000000    -67.97543321      0.15583882      0.01007350      0.96565787      0.54043057      0.28854232      0.00000000
      1.77000000    -67.97544041      0.15583897      0.01007349      0.96565968      0.54043063      0.28854252      0.00000000
      1.78000000    -67.97544759      0.15583912      0.01007348      0.96566147      0.54043068      0.28854273      0.00000000
      1.79000000    -67.97545474      0.15583927      0.01007347      0.96566326      0.54043073      0.28854293      0.00000000
      1.80000000    -67.97546187      0.15583942      0.01007346      0.96566503      0.54043079      0.28854314      0.00000000
      1.81000000    -67.97546897      0.15583956      0.01007345      0.96566678      0.54043084      0.28854334      0.00000000
      1.82000000    -67.97547606      0.15583971      0.01007345      0.96566853      0.54043089      0.28854355      0.00000000
      1.83000000    -67.97548312      0.15583985      0.01007344      0.96567026      0.54043094      0.28854375      0.00000000
      1.84000000    -67.97549016      0.15584000      0.01007343      0.96567198      0.54043099      0.28854396      0.00000000
      1.85000000    -67.97549717      0.15584014      0.01007342      0.96567368      0.54043103      0.28854416      0.00000000
      1.86000000    -67.97550416      0.15584028      0.01007341      0.96567538      0.54043108      0.28854437      0.00000000
      1.87000000    -67.97551113      0.15584043      0.01007340      0.96567706      0.54043113      0.28854457      0.00000000
      1.88000000    -67.97551807      0.15584057      0.01007339      0.96567873      0.54043117      0.28854477      0.00000000
      1.89000000    -67.97552499      0.15584071      0.01007338      0.96568039      0.54043122      0.28854498      0.00000000
      1.90000000    -67.97553189      0.15584085      0.01007337      0.96568203      0.54043126      0.28854518      0.00000000
      1.91000000    -67.97553876      0.15584099      0.01007336      0.96568367      0.54043131      0.28854538      0.00000000
      1.92000000    -67.97554561      0.15584113      0.01007335      0.96568529      0.54043135      0.28854559      0.00000000
      1.93000000    -67.97555243      0.15584127      0.01007334      0.96568690      0.54043139      0.28854579      0.00000000
      1.94000000    -67.97555923      0.15584141      0.01007333      0.96568849      0.54043144      0.28854599      0.00000000
      1.95000000    -67.97556600      0.15584154      0.01007333      0.96569008      0.54043148      0.28854620      0.00000000
      1.96000000    -67.97557275      0.15584168      0.01007332      0.96569165      0.54043152      0.28854640      0.00000000
      1.97000000    -67.97557947      0.15584181      0.01007331      0.96569322      0.54043156      0.28854660      0.00000000
      1.98000000    -67.97558617      0.15584195      0.01007330      0.96569477      0.54043159      0.28854680      0.00000000
      1.99000000    -67.97559285      0.15584208      0.01007329      0.96569631      0.54043163      0.28854700      0.00000000
      2.00000000    -67.97559949      0.15584222      0.01007328      0.96569784      0.54043167      0.28854721      0.00000000
      2.01000000    -67.97560612      0.15584235      0.01007327      0.96569936      0.54043171      0.28854741      0.00000000
      2.02000000    -67.97561272      0.15584248      0.01007326      0.96570086      0.54043174      0.28854761      0.00000000
      2.03000000    -67.97561929      0.15584261      0.01007325      0.96570236      0.54043178      0.28854781      0.00000000
      2.04000000    -67.97562584      0.15584274      0.01007325      0.96570384      0.54043181      0.28854801      0.00000000
      2.05000000    -67.97563237      0.15584287      0.01007324      0.96570532      0.54043185      0.28854821      0.00000000
      2.06000000    -67.97563887      0.15584300      0.01007323      0.96570678      0.54043188      0.28854841      0.00000000
      2.07000000    -67.97564534      0.15584313      0.01007322      0.96570823      0.54043192      0.28854861      0.00000000
      2.08000000    -67.97565179      0.15584326      0.01007321      0.96570968      0.54043195      0.28854881      0.00000000
      2.09000000    -67.97565822      0.15584339      0.01007320      0.96571111      0.54043198      0.28854901      0.00000000
      2.10000000    -67.97566462      0.15584352      0.01007319      0.96571253      0.54043201      0.28854921      0.00000000
      2.11000000    -67.97567099      0.15584364      0.01007319      0.96571394      0.54043204      0.28854941      0.00000000
      2.12000000    -67.97567734      0.15584377      0.01007318      0.96571534      0.54043207      0.28854961      0.00000000
      2.13000000    -67.97568367      0.15584389      0.01007317      0.96571673      0.54043210      0.28854981      0.00000000
      2.14000000    -67.97568997      0.15584402      0.01007316      0.96571811      0.54043213      0.28855001      0.00000000
      2.15000000    -67.97569625      0.15584414      0.01007315      0.96571948      0.54043216      0.28855021      0.00000000
      2.16000000    -67.97570250      0.15584426      0.01007314      0.96572084      0.54043219      0.28855041      0.00000000
      2.17000000    -67.97570872      0.15584439      0.01007314      0.96572219      0.54043222      0.28855061      0.00000000
      2.18000000    -67.97571493      0.15584451      0.01007313      0.96572353      0.54043224      0.28855080      0.00000000
      2.19000000    -67.97572110      0.15584463      0.01007312      0.96572486      0.54043227      0.28855100      0.00000000
      2.20000000    -67.97572725      0.15584475      0.01007311      0.96572619      0.54043230      0.28855120      0.00000000
      2.21000000    -67.97573338      0.15584487      0.01007310      0.96572750      0.54043232      0.28855140      0.00000000
      2.22000000    -67.97573949      0.15584499      0.01007310      0.96572880      0.54043235      0.28855159      0.00000000
      2.23000000    -67.97574557      0.15584511      0.01007309      0.96573009      0.54043237      0.28855179      0.00000000
      2.24000000    -67.97575162      0.15584523      0.01007308      0.96573137      0.54043240      0.28855199      0.00000000
      2.25000000    -67.97575765      0.15584535      0.01007307      0.96573265      0.54043242      0.28855219      0.00000000
      2.26000000    -67.97576366      0.15584546      0.01007306      0.96573391      0.54043244      0.28855238      0.00000000
      2.27000000    -67.97576964      0.15584558      0.01007306      0.96573517      0.54043247      0.28855258      0.00000000
      2.28000000    -67.97577560      0.15584570      0.01007305      0.96573641      0.54043249      0.28855277      0.00000000
      2.29000000    -67.97578153      0.15584581      0.01007304      0.96573765      0.54043251      0.28855297      0.00000000
      2.30000000    -67.97578744      0.15584593      0.01007303      0.96573888      0.54043253      0.28855317      0.00000000
      2.31000000    -67.97579333      0.15584604      0.01007302      0.96574010      0.54043255      0.28855336      0.00000000
      2.32000000    -67.97579919      0.15584615      0.01007302      0.96574131      0.54043257      0.28855356      0.00000000
      2.33000000    -67.97580503      0.15584627      0.01007301      0.96574251      0.54043259      0.28855375      0.00000000
      2.34000000    -67.97581085      0.15584638      0.01007300      0.96574370      0.54043261      0.28855395      0.00000000
      2.35000000    -67.97581664      0.15584649      0.01007299      0.96574489      0.54043263      0.28855414      0.00000000
      2.36000000    -67.97582241      0.15584660      0.01007298      0.96574606      0.54043265      0.28855434      0.00000000
      2.37000000    -67.97582815      0.15584671      0.01007298      0.96574723      0.54043267      0.28855453      0.00000000
      2.38000000    -67.97583387      0.15584683      0.01007297      0.96574839      0.54043268      0.28855472      0.00000000
      2.39000000    -67.97583957      0.15584693      0.01007296      0.96574954      0.54043270      0.28855492      0.00000000
      2.40000000    -67.97584525      0.15584704      0.01007295      0.96575068      0.54043272      0.28855511      0.00000000
      2.41000000    -67.97585090      0.15584715      0.01007295      0.96575181      0.54043273      0.28855530      0.00000000
      2.42000000    -67.97585653      0.15584726      0.01007294      0.96575294      0.54043275      0.28855550      0.00000000
      2.43000000    -67.97586214      0.15584737      0.01007293      0.96575405      0.54043277      0.28855569      0.00000000
      2.44000000    -67.97586772      0.15584748      0.01007292      0.96575516      0.54043278      0.28855588      0.00000000
      2.45000000    -67.97587329      0.15584758      0.01007292      0.96575626      0.54043280      0.28855608      0.00000000
      2.46000000    -67.97587883      0.15584769      0.01007291      0.96575736      0.54043281      0.28855627      0.00000000
      2.47000000    -67.97588434      0.15584779      0.01007290      0.96575844      0.54043282      0.28855646      0.00000000
      2.48000000    -67.97588984      0.15584790      0.01007290      0.96575952      0.54043284      0.28855665      0.00000000
      2.49000000    -67.97589531      0.15584800      0.01007289      0.96576059      0.54043285      0.28855684      0.00000000
      2.50000000    -67.97590076      0.15584811      0.01007288      0.96576165      0.54043286      0.28855703      0.00000000
      2.51000000    -67.97590619      0.15584821      0.01007287      0.96576270      0.54043288      0.28855722      0.00000000
      2.52000000    -67.97591160      0.15584831      0.01007287      0.96576375      0.54043289      0.28855742      0.00000000
      2.53000000    -67.97591699      0.15584841      0.01007286      0.96576479      0.54043290      0.28855761      0.00000000
      2.54000000    -67.97592235      0.15584852      0.01007285      0.96576582      0.54043291      0.28855780      0.00000000
      2.55000000    -67.97592769      0.15584862      0.01007284      0.96576684      0.54043292      0.28855799      0.00000000
      2.56000000    -67.97593301      0.15584872      0.01007284      0.96576786      0.54043293      0.28855818      0.00000000
      2.57000000    -67.97593831      0.15584882      0.01007283      0.96576887      0.54043294      0.28855837      0.00000000
      2.58000000    -67.97594359      0.15584892      0.01007282      0.96576987      0.54043295      0.28855855      0.00000000
      2.59000000    -67.97594885      0.15584902      0.01007282      0.96577086      0.54043296      0.28855874      0.00000000
      2.60000000    -67.97595409      0.15584912      0.01007281      0.96577185      0.54043297      0.28855893      0.00000000
      2.61000000    -67.97595930      0.15584921      0.01007280      0.96577283      0.54043298      0.28855912      0.00000000
      2.62000000    -67.97596450      0.15584931      0.01007280      0.96577380      0.54043299      0.28855931      0.00000000
      2.63000000    -67.97596968      0.15584941      0.01007279      0.96577477      0.54043300      0.28855950      0.00000000
      2.64000000    -67.97597483      0.15584951      0.01007278      0.96577572      0.54043301      0.28855969      0.00000000
      2.65000000    -67.97597996      0.15584960      0.01007278      0.96577668      0.54043302      0.28855987      0.00000000
      2.66000000    -67.97598508      0.15584970      0.01007277      0.96577762      0.54043302      0.28856006      0.00000000
      2.67000000    -67.97599017      0.15584979      0.01007276      0.96577856      0.54043303      0.28856025      0.00000000
      2.68000000    -67.97599524      0.15584989      0.01007275      0.96577949      0.54043304      0.28856043      0.00000000
      2.69000000    -67.97600030      0.15584998      0.01007275      0.96578041      0.54043304      0.28856062      0.00000000
      2.70000000    -67.97600533      0.15585007      0.01007274      0.96578133      0.54043305      0.28856081      0.00000000
      2.71000000    -67.97601035      0.15585017      0.01007273      0.96578224      0.54043306      0.28856099      0.00000000
      2.72000000    -67.97601534      0.15585026      0.01007273      0.96578315      0.54043306      0.28856118      0.00000000
      2.73000000    -67.97602032      0.15585035      0.01007272      0.96578404      0.54043307      0.28856137      0.00000000
      2.74000000    -67.97602527      0.15585044      0.01007272      0.96578493      0.54043307      0.28856155      0.00000000
      2.75000000    -67.97603021      0.15585054      0.01007271      0.96578582      0.54043308      0.28856174      0.00000000
      2.76000000    -67.97603513      0.15585063      0.01007270      0.96578670      0.54043308      0.28856192      0.00000000
      2.77000000    -67.97604002      0.15585072      0.01007270      0.96578757      0.54043309      0.28856211      0.00000000
      2.78000000    -67.97604490      0.15585081      0.01007269      0.96578843      0.54043309      0.28856229      0.00000000
